EWO,,parameterization of elapsed time vs altitude,,,,,,,,,,,,,,,max altitude ,,(burst),82496.995512,ft,,,,,,,,,,,,,,,,,
,,using,KA7NSR-15_20260328,,,,Balloon 2,,,,elapse t,altitude ,vert speed,,acceler,,max descent speed,,,-63.563466446281105,mph,after ,5.416666666666667, min ,after burst,,impact speed,,-15.1,mph,,,,,,,,
time,lat,lng,speed,course,altitude (m),,hour,minute,second,total sec,(sec),(ft),(ft/s),(mph),(ft/s2),Gs,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:07:41,33.11233,-111.63317,3,,2012.29,,18,7,41,65261,5327,6601.921031999999,-23.707881000000025,-16.164464318181835,0.017229895833333602,0.0005353451693283582,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:07:57,33.1125,-111.6335,8,,1889.46,,18,7,57,65277,5343,6198.940368,-23.15151199999998,-15.785121818181803,0.0059980612244904755,0.0001863640461281564,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:08:14,33.11283,-111.63417,15,,1779.42,,18,8,14,65294,5360,5837.921136,-23.50994497959184,-16.0295079406308,-0.03219424489796008,-0.0010002981824738329,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:08:46,33.1135,-111.63583,19,,1538.33,,18,8,46,65326,5392,5046.953063999999,-24.729030000000023,-16.86070227272729,0.009311379783163506,0.00028931122015575587,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:09:02,33.114,-111.637,28,,1417.62,,18,9,2,65342,5408,4650.927695999999,-23.06299874999999,-15.724771874999993,0.05470135937500109,0.001699610304111485,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:09:18,33.1145,-111.63833,31,,1313.38,,18,9,18,65358,5424,4308.937104,-22.978586499999988,-15.667218068181809,0.017484610012754958,0.0005432593208027306,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:09:50,33.11533,-111.64217,42,,1081.43,,18,9,50,65390,5456,3547.9555439999995,-22.223737469387753,-15.15254827458256,0.04719447031539876,0.0014663658995244801,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:10:07,33.11517,-111.64417,40,,981.46,,18,10,7,65407,5473,3219.973968,-20.66605745454545,-14.09049371900826,0.0005883933209650157,1.8281800719554734e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:10:23,33.115,-111.64683,56,,873.56,,18,10,23,65423,5489,2865.9756479999996,-22.204320489795908,-15.139309424860846,0.41506542699004123,0.01289637926100796,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 18:10:56,33.11517,-111.65217,54,,649.83,,18,10,56,65456,5522,2131.9622640000002,-0.32785153203342615,-0.223535135477336,0.006173141760804885,0.0001918039234359464,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 19:10:13,33.11517,-111.6535,,,514.81,,19,10,13,69013,9079,1688.9886479999998,-0.04274156850636824,-0.029141978527069255,3.139335768618882e-05,9.754140448013856e-07,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:03:40,33.11533,-111.65333,3,,514.81,,21,3,40,75820,15886,1688.9886479999998,-0.002490772973765225,-0.0016982543002944718,-0.00012706064709511823,-3.947865053398075e-06,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:03:56,33.11533,-111.6535,4,,509.63,,21,3,56,75836,15902,1671.9941039999997,-0.90967636363636,-0.6202338842975181,-0.0017911491182964546,-5.565228236445074e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:04:13,33.1155,-111.6535,4,,505.66,,21,4,13,75853,15919,1658.969328,-0.061598693877548225,-0.0419991094619647,0.027073701298701222,0.0008411992356946462,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:04:45,33.1155,-111.65383,3,,508.71,,21,4,45,75885,15951,1668.9757679999998,0.4169349999999999,0.2842738636363636,-0.001973998565051041,-6.133354526826086e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:05:01,33.11567,-111.654,6,,511.76,,21,5,1,75901,15967,1678.982208,-0.1563506249999982,-0.10660269886363515,-0.008006405723314616,-0.0002487647440890022,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:05:49,33.11583,-111.654,1,,505.66,,21,5,49,75949,16015,1658.969328,-0.09547496629213557,-0.06509656792645607,0.0008783742977527988,2.7291716776047973e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:07:59,33.11667,-111.65433,3,,506.58,,21,7,59,76079,16145,1661.9876639999998,0,0,-0.002042609819916841,-6.346534595987631e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:08:15,33.11683,-111.65433,4,,505.66,,21,8,15,76095,16161,1658.969328,-0.3936959999999944,-0.26842909090908706,-0.021443737062936993,-0.0006662722259052514,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:08:32,33.11667,-111.65433,4,,502.62,,21,8,32,76112,16178,1648.995696,-0.7076433230769208,-0.4824840839160824,0.00204089899665544,6.341218945925523e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:09:20,33.117,-111.65433,,,491.64,,21,9,20,76160,16226,1612.972512,-0.2610375652173908,-0.17798015810276646,0.003769753992822115,0.00011712894895796641,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:11:13,33.11783,-111.655,4,,489.81,,21,11,13,76273,16339,1606.968648,-0.10071293023256023,-0.06866790697674562,0.0004499074823053499,1.3978946804244992e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:11:29,33.118,-111.655,4,,487.68,,21,11,29,76289,16355,1599.9805439999998,-0.20299950000000067,-0.13840875000000047,-0.004020934539190311,-0.00012493330792961635,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:12:17,33.11817,-111.65533,3,,485.85,,21,12,17,76337,16403,1593.97668,-0.3580527407407401,-0.24412686868686828,-0.0018620019943020151,-5.785373182586976e-05,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:12:50,33.1185,-111.6555,4,,478.84,,21,12,50,76370,16436,1570.9782719999998,-0.3538216615384639,-0.24124204195804355,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-28 21:13:22,33.11883,-111.6555,4,,478.84,,21,13,22,76402,16468,1570.9782719999998,,,,,,,,,,,,,,,,,,,,,,,,,,
