,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elapsed,altitude,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,ppm,oC,%
date,time,PM2.5,PM1.0,PM5.0,PM0.5,PM10,PM.3,CO2,temp,humidity,,time,hour,minute,second,total s,time (s),(ft),PM.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10,CO2,temp,humidity
2026-03-28, 08:54:09,013, 013, 014,011, 018,011,0428, 026,31,, 08:54:09,8,54,9,32049,,,11,11,13,13,14,18,428,26,31
2026-03-28, 08:54:14,013, 016, 014,011, 018,010,0422, 026,31,, 08:54:14,8,54,14,32054,,,10,11,16,13,14,18,422,26,31
2026-03-28, 08:54:19,013, 020, 014,010, 018,011,0426, 026,31,, 08:54:19,8,54,19,32059,,,11,10,20,13,14,18,426,26,31
2026-03-28, 08:54:24,012, 014, 015,009, 017,009,0428, 026,31,, 08:54:24,8,54,24,32064,,,9,9,14,12,15,17,428,26,31
2026-03-28, 08:54:29,012, 012, 013,010, 017,009,0428, 026,31,, 08:54:29,8,54,29,32069,,,9,10,12,12,13,17,428,26,31
2026-03-28, 08:54:34,012, 015, 013,009, 017,010,0421, 026,31,, 08:54:34,8,54,34,32074,,,10,9,15,12,13,17,421,26,31
2026-03-28, 08:54:39,013, 022, 014,011, 018,011,0429, 026,31,, 08:54:39,8,54,39,32079,,,11,11,22,13,14,18,429,26,31
2026-03-28, 08:54:44,011, 017, 012,008, 015,008,0427, 026,31,, 08:54:44,8,54,44,32084,,,8,8,17,11,12,15,427,26,31
2026-03-28, 08:54:49,012, 019, 015,009, 017,009,0430, 026,31,, 08:54:49,8,54,49,32089,,,9,9,19,12,15,17,430,26,31
2026-03-28, 08:54:54,013, 016, 014,011, 018,010,0426, 026,31,, 08:54:54,8,54,54,32094,,,10,11,16,13,14,18,426,26,31
2026-03-28, 08:54:59,012, 014, 015,009, 017,009,0429, 026,31,, 08:54:59,8,54,59,32099,,,9,9,14,12,15,17,429,26,31
2026-03-28, 08:55:04,014, 022, 018,011, 020,012,0429, 026,31,, 08:55:04,8,55,4,32104,,,12,11,22,14,18,20,429,26,31
2026-03-28, 08:55:09,013, 015, 014,010, 018,011,0425, 026,31,, 08:55:09,8,55,9,32109,,,11,10,15,13,14,18,425,26,31
2026-03-28, 08:55:14,013, 021, 014,010, 018,011,0429, 026,31,, 08:55:14,8,55,14,32114,,,11,10,21,13,14,18,429,26,31
2026-03-28, 08:55:19,014, 016, 016,011, 020,012,0420, 026,31,, 08:55:19,8,55,19,32119,,,12,11,16,14,16,20,420,26,31
2026-03-28, 08:55:24,013, 018, 016,011, 018,011,0427, 026,31,, 08:55:24,8,55,24,32124,,,11,11,18,13,16,18,427,26,31
2026-03-28, 08:55:29,013, 017, 016,010, 018,011,0421, 026,31,, 08:55:29,8,55,29,32129,,,11,10,17,13,16,18,421,26,31
2026-03-28, 08:55:34,021, 026, 027,018, 030,018,0428, 026,31,, 08:55:34,8,55,34,32134,,,18,18,26,21,27,30,428,26,31
2026-03-28, 08:55:39,023, 032, 025,020, 032,018,0426, 026,31,, 08:55:39,8,55,39,32139,,,18,20,32,23,25,32,426,26,31
2026-03-28, 08:55:44,028, 037, 036,022, 040,025,0422, 026,31,, 08:55:44,8,55,44,32144,,,25,22,37,28,36,40,422,26,31
2026-03-28, 08:55:49,014, 014, 016,012, 020,011,0426, 026,31,, 08:55:49,8,55,49,32149,,,11,12,14,14,16,20,426,26,31
2026-03-28, 08:55:54,014, 017, 016,011, 020,011,0423, 026,31,, 08:55:54,8,55,54,32154,,,11,11,17,14,16,20,423,26,31
2026-03-28, 08:55:59,013, 014, 014,011, 018,011,0421, 026,31,, 08:55:59,8,55,59,32159,,,11,11,14,13,14,18,421,26,31
2026-03-28, 08:56:04,014, 016, 018,012, 020,011,0424, 026,31,, 08:56:04,8,56,4,32164,,,11,12,16,14,18,20,424,26,31
2026-03-28, 08:56:09,014, 014, 018,011, 020,012,0427, 026,31,, 08:56:09,8,56,9,32169,,,12,11,14,14,18,20,427,26,31
2026-03-28, 08:56:14,013, 019, 014,010, 018,011,0420, 026,31,, 08:56:14,8,56,14,32174,,,11,10,19,13,14,18,420,26,31
2026-03-28, 08:56:19,014, 015, 018,012, 020,011,0421, 026,31,, 08:56:19,8,56,19,32179,,,11,12,15,14,18,20,421,26,31
2026-03-28, 08:56:24,017, 025, 019,013, 024,015,0421, 026,31,, 08:56:24,8,56,24,32184,,,15,13,25,17,19,24,421,26,31
2026-03-28, 08:56:29,014, 014, 016,011, 020,011,0424, 026,31,, 08:56:29,8,56,29,32189,,,11,11,14,14,16,20,424,26,31
2026-03-28, 08:56:34,014, 022, 018,011, 020,011,0429, 026,31,, 08:56:34,8,56,34,32194,,,11,11,22,14,18,20,429,26,31
2026-03-28, 08:56:39,013, 018, 014,011, 018,010,0426, 026,31,, 08:56:39,8,56,39,32199,,,10,11,18,13,14,18,426,26,31
2026-03-28, 08:56:44,014, 022, 018,011, 020,011,0422, 026,31,, 08:56:44,8,56,44,32204,,,11,11,22,14,18,20,422,26,31
2026-03-28, 08:56:49,017, 020, 021,015, 024,013,0420, 026,31,, 08:56:49,8,56,49,32209,,,13,15,20,17,21,24,420,26,31
2026-03-28, 08:56:54,014, 021, 018,012, 020,012,0426, 026,31,, 08:56:54,8,56,54,32214,,,12,12,21,14,18,20,426,26,31
2026-03-28, 08:56:59,014, 021, 018,012, 020,011,0426, 026,31,, 08:56:59,8,56,59,32219,,,11,12,21,14,18,20,426,26,31
2026-03-28, 08:57:04,013, 019, 016,011, 018,010,0423, 026,31,, 08:57:04,8,57,4,32224,,,10,11,19,13,16,18,423,26,31
2026-03-28, 08:57:09,014, 019, 016,011, 020,012,0420, 026,31,, 08:57:09,8,57,9,32229,,,12,11,19,14,16,20,420,26,31
2026-03-28, 08:57:14,013, 013, 014,010, 018,011,0423, 026,31,, 08:57:14,8,57,14,32234,,,11,10,13,13,14,18,423,26,31
2026-03-28, 08:57:19,015, 024, 018,012, 021,013,0429, 026,32,, 08:57:19,8,57,19,32239,,,13,12,24,15,18,21,429,26,32
2026-03-28, 08:57:24,015, 020, 016,012, 021,013,0425, 026,32,, 08:57:24,8,57,24,32244,,,13,12,20,15,16,21,425,26,32
2026-03-28, 08:57:29,020, 025, 022,016, 028,016,0421, 026,32,, 08:57:29,8,57,29,32249,,,16,16,25,20,22,28,421,26,32
2026-03-28, 08:57:34,018, 021, 020,014, 025,014,0426, 026,32,, 08:57:34,8,57,34,32254,,,14,14,21,18,20,25,426,26,32
2026-03-28, 08:57:39,014, 022, 018,012, 020,011,0425, 026,32,, 08:57:39,8,57,39,32259,,,11,12,22,14,18,20,425,26,32
2026-03-28, 08:57:44,019, 024, 024,017, 027,015,0430, 026,32,, 08:57:44,8,57,44,32264,,,15,17,24,19,24,27,430,26,32
2026-03-28, 08:57:49,014, 016, 018,011, 020,011,0437, 026,32,, 08:57:49,8,57,49,32269,,,11,11,16,14,18,20,437,26,32
2026-03-28, 08:57:54,020, 020, 022,018, 028,016,0444, 026,32,, 08:57:54,8,57,54,32274,,,16,18,20,20,22,28,444,26,32
2026-03-28, 08:57:59,013, 015, 016,010, 018,010,0451, 026,32,, 08:57:59,8,57,59,32279,,,10,10,15,13,16,18,451,26,32
2026-03-28, 08:58:04,014, 021, 018,012, 020,011,0455, 026,32,, 08:58:04,8,58,4,32284,,,11,12,21,14,18,20,455,26,32
2026-03-28, 08:58:09,012, 017, 015,009, 017,009,0459, 026,32,, 08:58:09,8,58,9,32289,,,9,9,17,12,15,17,459,26,32
2026-03-28, 08:58:14,012, 013, 013,010, 017,010,0463, 026,32,, 08:58:14,8,58,14,32294,,,10,10,13,12,13,17,463,26,32
2026-03-28, 08:58:19,013, 020, 014,010, 018,011,0468, 026,32,, 08:58:19,8,58,19,32299,,,11,10,20,13,14,18,468,26,32
2026-03-28, 08:58:24,011, 015, 013,009, 015,008,0472, 026,32,, 08:58:24,8,58,24,32304,,,8,9,15,11,13,15,472,26,32
2026-03-28, 08:58:29,012, 021, 013,009, 017,009,0473, 026,32,, 08:58:29,8,58,29,32309,,,9,9,21,12,13,17,473,26,32
2026-03-28, 08:58:34,012, 018, 015,009, 017,010,0472, 026,32,, 08:58:34,8,58,34,32314,,,10,9,18,12,15,17,472,26,32
2026-03-28, 08:58:39,013, 022, 016,010, 018,011,0470, 026,33,, 08:58:39,8,58,39,32319,,,11,10,22,13,16,18,470,26,33
2026-03-28, 08:58:44,011, 020, 012,009, 015,008,0469, 026,33,, 08:58:44,8,58,44,32324,,,8,9,20,11,12,15,469,26,33
2026-03-28, 08:58:49,012, 013, 013,009, 017,010,0468, 026,33,, 08:58:49,8,58,49,32329,,,10,9,13,12,13,17,468,26,33
2026-03-28, 08:58:54,012, 015, 015,010, 017,009,0469, 026,33,, 08:58:54,8,58,54,32334,,,9,10,15,12,15,17,469,26,33
2026-03-28, 08:58:59,011, 015, 013,008, 015,009,0468, 026,33,, 08:58:59,8,58,59,32339,,,9,8,15,11,13,15,468,26,33
2026-03-28, 08:59:04,012, 015, 015,009, 017,010,0468, 026,33,, 08:59:04,8,59,4,32344,,,10,9,15,12,15,17,468,26,33
2026-03-28, 08:59:09,011, 020, 013,009, 015,009,0466, 026,33,, 08:59:09,8,59,9,32349,,,9,9,20,11,13,15,466,26,33
2026-03-28, 08:59:14,012, 017, 015,010, 017,010,0462, 026,33,, 08:59:14,8,59,14,32354,,,10,10,17,12,15,17,462,26,33
2026-03-28, 08:59:19,013, 020, 016,010, 018,011,0460, 026,33,, 08:59:19,8,59,19,32359,,,11,10,20,13,16,18,460,26,33
2026-03-28, 08:59:24,012, 015, 015,010, 017,009,0459, 026,33,, 08:59:24,8,59,24,32364,,,9,10,15,12,15,17,459,26,33
2026-03-28, 08:59:29,013, 019, 014,010, 018,010,0462, 026,33,, 08:59:29,8,59,29,32369,,,10,10,19,13,14,18,462,26,33
2026-03-28, 08:59:34,011, 015, 013,008, 015,008,0464, 026,33,, 08:59:34,8,59,34,32374,,,8,8,15,11,13,15,464,26,33
2026-03-28, 08:59:39,012, 016, 013,009, 017,009,0468, 026,33,, 08:59:39,8,59,39,32379,,,9,9,16,12,13,17,468,26,33
2026-03-28, 08:59:44,011, 020, 012,008, 015,009,0467, 026,33,, 08:59:44,8,59,44,32384,,,9,8,20,11,12,15,467,26,33
2026-03-28, 08:59:49,012, 016, 015,009, 017,010,0465, 026,33,, 08:59:49,8,59,49,32389,,,10,9,16,12,15,17,465,26,33
2026-03-28, 08:59:54,011, 018, 012,009, 015,008,0459, 026,33,, 08:59:54,8,59,54,32394,,,8,9,18,11,12,15,459,26,33
2026-03-28, 08:59:59,012, 017, 013,009, 017,010,0453, 026,33,, 08:59:59,8,59,59,32399,,,10,9,17,12,13,17,453,26,33
2026-03-28, 09:00:04,011, 014, 012,008, 015,009,0446, 026,33,, 09:00:04,9,0,4,32404,,,9,8,14,11,12,15,446,26,33
2026-03-28, 09:00:09,012, 018, 013,010, 017,009,0439, 026,33,, 09:00:09,9,0,9,32409,,,9,10,18,12,13,17,439,26,33
2026-03-28, 09:00:14,011, 015, 013,009, 015,009,0434, 026,33,, 09:00:14,9,0,14,32414,,,9,9,15,11,13,15,434,26,33
2026-03-28, 09:00:19,012, 013, 013,009, 017,010,0432, 026,33,, 09:00:19,9,0,19,32419,,,10,9,13,12,13,17,432,26,33
2026-03-28, 09:00:24,013, 015, 016,010, 018,010,0426, 026,33,, 09:00:24,9,0,24,32424,,,10,10,15,13,16,18,426,26,33
2026-03-28, 09:00:29,014, 019, 016,011, 020,012,0427, 026,33,, 09:00:29,9,0,29,32429,,,12,11,19,14,16,20,427,26,33
2026-03-28, 09:00:34,012, 019, 015,010, 017,010,0421, 026,33,, 09:00:34,9,0,34,32434,,,10,10,19,12,15,17,421,26,33
2026-03-28, 09:00:39,013, 020, 016,011, 018,010,0420, 026,33,, 09:00:39,9,0,39,32439,,,10,11,20,13,16,18,420,26,33
2026-03-28, 09:00:44,013, 021, 014,010, 018,011,0429, 026,33,, 09:00:44,9,0,44,32444,,,11,10,21,13,14,18,429,26,33
2026-03-28, 09:00:49,013, 019, 016,011, 018,010,0424, 026,33,, 09:00:49,9,0,49,32449,,,10,11,19,13,16,18,424,26,33
2026-03-28, 09:00:54,012, 020, 013,009, 017,010,0427, 026,33,, 09:00:54,9,0,54,32454,,,10,9,20,12,13,17,427,26,33
2026-03-28, 09:00:59,012, 016, 015,010, 017,010,0423, 026,33,, 09:00:59,9,0,59,32459,,,10,10,16,12,15,17,423,26,33
2026-03-28, 09:01:04,013, 018, 014,010, 018,010,0428, 026,33,, 09:01:04,9,1,4,32464,,,10,10,18,13,14,18,428,26,33
2026-03-28, 09:01:09,011, 020, 012,008, 015,008,0422, 026,33,, 09:01:09,9,1,9,32469,,,8,8,20,11,12,15,422,26,33
2026-03-28, 09:01:14,017, 019, 019,013, 024,015,0431, 026,33,, 09:01:14,9,1,14,32474,,,15,13,19,17,19,24,431,26,33
2026-03-28, 09:01:19,023, 032, 028,020, 032,018,0435, 026,33,, 09:01:19,9,1,19,32479,,,18,20,32,23,28,32,435,26,33
2026-03-28, 09:01:24,014, 022, 018,012, 020,011,0439, 026,33,, 09:01:24,9,1,24,32484,,,11,12,22,14,18,20,439,26,33
2026-03-28, 09:01:29,011, 014, 013,009, 015,008,0442, 026,33,, 09:01:29,9,1,29,32489,,,8,9,14,11,13,15,442,26,33
2026-03-28, 09:01:34,012, 015, 015,009, 017,009,0446, 026,33,, 09:01:34,9,1,34,32494,,,9,9,15,12,15,17,446,26,33
2026-03-28, 09:01:39,012, 021, 013,009, 017,010,0450, 026,33,, 09:01:39,9,1,39,32499,,,10,9,21,12,13,17,450,26,33
2026-03-28, 09:01:44,013, 017, 014,011, 018,010,0456, 026,33,, 09:01:44,9,1,44,32504,,,10,11,17,13,14,18,456,26,33
2026-03-28, 09:01:49,011, 014, 012,008, 015,008,0459, 026,33,, 09:01:49,9,1,49,32509,,,8,8,14,11,12,15,459,26,33
2026-03-28, 09:01:54,012, 014, 013,009, 017,010,0461, 026,33,, 09:01:54,9,1,54,32514,,,10,9,14,12,13,17,461,26,33
2026-03-28, 09:01:59,011, 019, 013,008, 015,009,0466, 026,33,, 09:01:59,9,1,59,32519,,,9,8,19,11,13,15,466,26,33
2026-03-28, 09:02:04,012, 015, 013,009, 017,010,0468, 026,33,, 09:02:04,9,2,4,32524,,,10,9,15,12,13,17,468,26,33
2026-03-28, 09:02:09,011, 011, 012,009, 015,009,0470, 026,33,, 09:02:09,9,2,9,32529,,,9,9,11,11,12,15,470,26,33
2026-03-28, 09:02:14,012, 016, 013,010, 017,010,0473, 026,33,, 09:02:14,9,2,14,32534,,,10,10,16,12,13,17,473,26,33
2026-03-28, 09:02:19,013, 020, 016,011, 018,010,0474, 026,34,, 09:02:19,9,2,19,32539,,,10,11,20,13,16,18,474,26,34
2026-03-28, 09:02:24,011, 020, 012,008, 015,009,0476, 026,34,, 09:02:24,9,2,24,32544,,,9,8,20,11,12,15,476,26,34
2026-03-28, 09:02:29,012, 017, 015,009, 017,009,0481, 026,34,, 09:02:29,9,2,29,32549,,,9,9,17,12,15,17,481,26,34
2026-03-28, 09:02:34,012, 013, 015,010, 017,010,0484, 026,34,, 09:02:34,9,2,34,32554,,,10,10,13,12,15,17,484,26,34
2026-03-28, 09:02:39,013, 016, 014,011, 018,010,0486, 026,34,, 09:02:39,9,2,39,32559,,,10,11,16,13,14,18,486,26,34
2026-03-28, 09:02:44,012, 016, 013,009, 017,010,0490, 026,34,, 09:02:44,9,2,44,32564,,,10,9,16,12,13,17,490,26,34
2026-03-28, 09:02:49,013, 022, 014,010, 018,011,0492, 026,34,, 09:02:49,9,2,49,32569,,,11,10,22,13,14,18,492,26,34
2026-03-28, 09:02:54,013, 013, 016,011, 018,010,0494, 026,34,, 09:02:54,9,2,54,32574,,,10,11,13,13,16,18,494,26,34
2026-03-28, 09:02:59,012, 014, 013,009, 017,010,0495, 026,34,, 09:02:59,9,2,59,32579,,,10,9,14,12,13,17,495,26,34
2026-03-28, 09:03:04,013, 021, 016,011, 018,011,0494, 026,34,, 09:03:04,9,3,4,32584,,,11,11,21,13,16,18,494,26,34
2026-03-28, 09:03:09,013, 018, 014,010, 018,010,0490, 026,34,, 09:03:09,9,3,9,32589,,,10,10,18,13,14,18,490,26,34
2026-03-28, 09:03:14,013, 013, 014,011, 018,011,0485, 026,34,, 09:03:14,9,3,14,32594,,,11,11,13,13,14,18,485,26,34
2026-03-28, 09:03:19,011, 018, 012,008, 015,009,0482, 026,34,, 09:03:19,9,3,19,32599,,,9,8,18,11,12,15,482,26,34
2026-03-28, 09:03:24,016, 016, 019,014, 022,014,0480, 026,34,, 09:03:24,9,3,24,32604,,,14,14,16,16,19,22,480,26,34
2026-03-28, 09:03:29,022, 029, 027,019, 031,017,0479, 026,34,, 09:03:29,9,3,29,32609,,,17,19,29,22,27,31,479,26,34
2026-03-28, 09:03:34,014, 020, 018,011, 020,012,0479, 026,34,, 09:03:34,9,3,34,32614,,,12,11,20,14,18,20,479,26,34
2026-03-28, 09:03:39,013, 018, 016,011, 018,011,0480, 026,34,, 09:03:39,9,3,39,32619,,,11,11,18,13,16,18,480,26,34
2026-03-28, 09:03:44,011, 017, 013,008, 015,008,0478, 026,34,, 09:03:44,9,3,44,32624,,,8,8,17,11,13,15,478,26,34
2026-03-28, 09:03:49,011, 017, 013,008, 015,009,0474, 026,34,, 09:03:49,9,3,49,32629,,,9,8,17,11,13,15,474,26,34
2026-03-28, 09:03:54,012, 020, 013,009, 017,009,0471, 026,34,, 09:03:54,9,3,54,32634,,,9,9,20,12,13,17,471,26,34
2026-03-28, 09:03:59,011, 017, 013,008, 015,008,0469, 026,34,, 09:03:59,9,3,59,32639,,,8,8,17,11,13,15,469,26,34
2026-03-28, 09:04:04,012, 018, 013,009, 017,010,0470, 026,34,, 09:04:04,9,4,4,32644,,,10,9,18,12,13,17,470,26,34
2026-03-28, 09:04:09,013, 013, 016,011, 018,010,0474, 026,34,, 09:04:09,9,4,9,32649,,,10,11,13,13,16,18,474,26,34
2026-03-28, 09:04:14,011, 011, 012,008, 015,008,0480, 026,34,, 09:04:14,9,4,14,32654,,,8,8,11,11,12,15,480,26,34
2026-03-28, 09:04:19,012, 013, 013,010, 017,010,0486, 026,34,, 09:04:19,9,4,19,32659,,,10,10,13,12,13,17,486,26,34
2026-03-28, 09:04:24,013, 017, 014,011, 018,011,0490, 026,34,, 09:04:24,9,4,24,32664,,,11,11,17,13,14,18,490,26,34
2026-03-28, 09:04:29,011, 020, 012,008, 015,009,0493, 026,34,, 09:04:29,9,4,29,32669,,,9,8,20,11,12,15,493,26,34
2026-03-28, 09:04:34,012, 017, 013,009, 017,009,0496, 026,34,, 09:04:34,9,4,34,32674,,,9,9,17,12,13,17,496,26,34
2026-03-28, 09:04:39,013, 016, 016,011, 018,011,0499, 026,34,, 09:04:39,9,4,39,32679,,,11,11,16,13,16,18,499,26,34
2026-03-28, 09:04:44,011, 017, 012,008, 015,008,0502, 026,34,, 09:04:44,9,4,44,32684,,,8,8,17,11,12,15,502,26,34
2026-03-28, 09:04:49,012, 014, 015,009, 017,010,0503, 026,34,, 09:04:49,9,4,49,32689,,,10,9,14,12,15,17,503,26,34
2026-03-28, 09:04:54,011, 014, 013,008, 015,009,0505, 026,34,, 09:04:54,9,4,54,32694,,,9,8,14,11,13,15,505,26,34
2026-03-28, 09:04:59,012, 012, 015,010, 017,009,0507, 026,34,, 09:04:59,9,4,59,32699,,,9,10,12,12,15,17,507,26,34
2026-03-28, 09:05:04,011, 012, 013,008, 015,009,0507, 026,34,, 09:05:04,9,5,4,32704,,,9,8,12,11,13,15,507,26,34
2026-03-28, 09:05:09,012, 021, 013,009, 017,009,0503, 026,34,, 09:05:09,9,5,9,32709,,,9,9,21,12,13,17,503,26,34
2026-03-28, 09:05:14,011, 018, 012,008, 015,009,0498, 026,34,, 09:05:14,9,5,14,32714,,,9,8,18,11,12,15,498,26,34
2026-03-28, 09:05:19,012, 018, 015,010, 017,010,0497, 026,34,, 09:05:19,9,5,19,32719,,,10,10,18,12,15,17,497,26,34
2026-03-28, 09:05:24,011, 018, 013,009, 015,008,0495, 026,34,, 09:05:24,9,5,24,32724,,,8,9,18,11,13,15,495,26,34
2026-03-28, 09:05:29,012, 013, 013,010, 017,010,0497, 026,34,, 09:05:29,9,5,29,32729,,,10,10,13,12,13,17,497,26,34
2026-03-28, 09:05:34,011, 020, 012,008, 015,009,0498, 026,34,, 09:05:34,9,5,34,32734,,,9,8,20,11,12,15,498,26,34
2026-03-28, 09:05:39,012, 016, 013,010, 017,009,0496, 026,34,, 09:05:39,9,5,39,32739,,,9,10,16,12,13,17,496,26,34
2026-03-28, 09:05:44,011, 011, 012,008, 015,008,0495, 026,34,, 09:05:44,9,5,44,32744,,,8,8,11,11,12,15,495,26,34
2026-03-28, 09:05:49,012, 021, 015,009, 017,009,0495, 026,34,, 09:05:49,9,5,49,32749,,,9,9,21,12,15,17,495,26,34
2026-03-28, 09:05:54,011, 018, 013,009, 015,009,0493, 026,34,, 09:05:54,9,5,54,32754,,,9,9,18,11,13,15,493,26,34
2026-03-28, 09:05:59,012, 013, 013,009, 017,009,0489, 026,34,, 09:05:59,9,5,59,32759,,,9,9,13,12,13,17,489,26,34
2026-03-28, 09:06:04,011, 014, 012,009, 015,009,0484, 026,34,, 09:06:04,9,6,4,32764,,,9,9,14,11,12,15,484,26,34
2026-03-28, 09:06:09,012, 013, 015,009, 017,009,0481, 026,34,, 09:06:09,9,6,9,32769,,,9,9,13,12,15,17,481,26,34
2026-03-28, 09:06:14,011, 019, 013,009, 015,008,0481, 026,34,, 09:06:14,9,6,14,32774,,,8,9,19,11,13,15,481,26,34
2026-03-28, 09:06:19,012, 016, 015,009, 017,009,0480, 026,34,, 09:06:19,9,6,19,32779,,,9,9,16,12,15,17,480,26,34
2026-03-28, 09:06:24,011, 014, 012,009, 015,009,0476, 026,35,, 09:06:24,9,6,24,32784,,,9,9,14,11,12,15,476,26,35
2026-03-28, 09:06:29,012, 017, 013,009, 017,010,0470, 026,35,, 09:06:29,9,6,29,32789,,,10,9,17,12,13,17,470,26,35
2026-03-28, 09:06:34,011, 012, 012,008, 015,009,0460, 026,35,, 09:06:34,9,6,34,32794,,,9,8,12,11,12,15,460,26,35
2026-03-28, 09:06:39,012, 017, 013,009, 017,010,0450, 026,35,, 09:06:39,9,6,39,32799,,,10,9,17,12,13,17,450,26,35
2026-03-28, 09:06:44,011, 014, 012,009, 015,008,0442, 026,35,, 09:06:44,9,6,44,32804,,,8,9,14,11,12,15,442,26,35
2026-03-28, 09:06:49,012, 014, 015,010, 017,009,0437, 026,35,, 09:06:49,9,6,49,32809,,,9,10,14,12,15,17,437,26,35
2026-03-28, 09:06:54,011, 013, 012,008, 015,009,0434, 026,35,, 09:06:54,9,6,54,32814,,,9,8,13,11,12,15,434,26,35
2026-03-28, 09:06:59,012, 014, 015,009, 017,010,0432, 026,35,, 09:06:59,9,6,59,32819,,,10,9,14,12,15,17,432,26,35
2026-03-28, 09:07:04,012, 019, 015,010, 017,009,0431, 026,35,, 09:07:04,9,7,4,32824,,,9,10,19,12,15,17,431,26,35
2026-03-28, 09:07:09,012, 019, 015,010, 017,009,0433, 026,35,, 09:07:09,9,7,9,32829,,,9,10,19,12,15,17,433,26,35
2026-03-28, 09:07:14,013, 022, 014,010, 018,010,0434, 026,35,, 09:07:14,9,7,14,32834,,,10,10,22,13,14,18,434,26,35
2026-03-28, 09:07:19,011, 019, 012,008, 015,009,0435, 026,35,, 09:07:19,9,7,19,32839,,,9,8,19,11,12,15,435,26,35
2026-03-28, 09:07:24,012, 021, 013,010, 017,009,0435, 026,35,, 09:07:24,9,7,24,32844,,,9,10,21,12,13,17,435,26,35
2026-03-28, 09:07:29,012, 016, 015,009, 017,009,0433, 026,35,, 09:07:29,9,7,29,32849,,,9,9,16,12,15,17,433,26,35
2026-03-28, 09:07:34,011, 011, 012,009, 015,008,0422, 026,35,, 09:07:34,9,7,34,32854,,,8,9,11,11,12,15,422,26,35
2026-03-28, 09:07:39,012, 019, 015,010, 017,009,0428, 026,35,, 09:07:39,9,7,39,32859,,,9,10,19,12,15,17,428,26,35
2026-03-28, 09:07:44,012, 021, 013,010, 017,010,0422, 026,35,, 09:07:44,9,7,44,32864,,,10,10,21,12,13,17,422,26,35
2026-03-28, 09:07:49,011, 018, 012,009, 015,008,0423, 026,35,, 09:07:49,9,7,49,32869,,,8,9,18,11,12,15,423,26,35
2026-03-28, 09:07:54,012, 019, 015,010, 017,010,0425, 026,35,, 09:07:54,9,7,54,32874,,,10,10,19,12,15,17,425,26,35
2026-03-28, 09:07:59,011, 014, 013,008, 015,008,0426, 026,35,, 09:07:59,9,7,59,32879,,,8,8,14,11,13,15,426,26,35
2026-03-28, 09:08:04,012, 012, 015,010, 017,010,0425, 026,35,, 09:08:04,9,8,4,32884,,,10,10,12,12,15,17,425,26,35
2026-03-28, 09:08:09,012, 015, 015,009, 017,010,0422, 026,35,, 09:08:09,9,8,9,32889,,,10,9,15,12,15,17,422,26,35
2026-03-28, 09:08:14,011, 013, 012,008, 015,009,0429, 026,35,, 09:08:14,9,8,14,32894,,,9,8,13,11,12,15,429,26,35
2026-03-28, 09:08:19,012, 018, 013,009, 017,009,0422, 026,35,, 09:08:19,9,8,19,32899,,,9,9,18,12,13,17,422,26,35
2026-03-28, 09:08:24,011, 017, 013,009, 015,009,0423, 026,35,, 09:08:24,9,8,24,32904,,,9,9,17,11,13,15,423,26,35
2026-03-28, 09:08:29,012, 014, 015,009, 017,010,0425, 026,35,, 09:08:29,9,8,29,32909,,,10,9,14,12,15,17,425,26,35
2026-03-28, 09:08:34,011, 019, 012,009, 015,009,0420, 026,35,, 09:08:34,9,8,34,32914,,,9,9,19,11,12,15,420,26,35
2026-03-28, 09:08:39,012, 019, 015,010, 017,009,0421, 026,35,, 09:08:39,9,8,39,32919,,,9,10,19,12,15,17,421,26,35
2026-03-28, 09:08:44,011, 011, 012,008, 015,009,0424, 026,35,, 09:08:44,9,8,44,32924,,,9,8,11,11,12,15,424,26,35
2026-03-28, 09:08:49,012, 018, 015,010, 017,010,0428, 026,35,, 09:08:49,9,8,49,32929,,,10,10,18,12,15,17,428,26,35
2026-03-28, 09:08:54,011, 015, 012,009, 015,009,0424, 026,35,, 09:08:54,9,8,54,32934,,,9,9,15,11,12,15,424,26,35
2026-03-28, 09:08:59,012, 012, 015,010, 017,010,0423, 026,35,, 09:08:59,9,8,59,32939,,,10,10,12,12,15,17,423,26,35
2026-03-28, 09:09:04,011, 013, 012,009, 015,008,0429, 026,35,, 09:09:04,9,9,4,32944,,,8,9,13,11,12,15,429,26,35
2026-03-28, 09:09:09,012, 020, 013,010, 017,009,0429, 026,35,, 09:09:09,9,9,9,32949,,,9,10,20,12,13,17,429,26,35
2026-03-28, 09:09:14,011, 020, 012,008, 015,009,0422, 026,35,, 09:09:14,9,9,14,32954,,,9,8,20,11,12,15,422,26,35
2026-03-28, 09:09:19,012, 019, 015,009, 017,010,0427, 026,35,, 09:09:19,9,9,19,32959,,,10,9,19,12,15,17,427,26,35
2026-03-28, 09:09:24,011, 015, 012,009, 015,009,0429, 026,35,, 09:09:24,9,9,24,32964,,,9,9,15,11,12,15,429,26,35
2026-03-28, 09:09:29,012, 018, 013,009, 017,010,0426, 026,35,, 09:09:29,9,9,29,32969,,,10,9,18,12,13,17,426,26,35
2026-03-28, 09:09:34,011, 019, 012,008, 015,009,0421, 026,35,, 09:09:34,9,9,34,32974,,,9,8,19,11,12,15,421,26,35
